This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Hyal1	10 out of 11	324.6460669	-324.6460669	-29.51327881
Myl7	8 out of 11	324.4842175	-324.4842175	-29.49856522
Afap1l1	10 out of 11	323.7723083	-323.7723083	-29.43384621
Megf6	10 out of 11	323.5580803	-323.5580803	-29.41437094
Arvcf	10 out of 11	322.6293176	-322.6293176	-29.32993796
Fam183b	10 out of 11	322.609748	-322.609748	-29.32815891
Rasal2	10 out of 11	322.5414801	-322.5414801	-29.32195274
Acer2	9 out of 11	322.4721833	-322.4721833	-29.31565303
Ogn	9 out of 11	322.4395971	-322.4395971	-29.31269065
Ear6	8 out of 11	321.7871992	-321.7871992	-29.25338174
Cbfa2t3	10 out of 11	321.4283071	-321.4283071	-29.22075519
2900006A17Rik	9 out of 11	321.3688533	-321.3688533	-29.2153503
Lims2	10 out of 11	321.1270425	-321.1270425	-29.1933675
Prodh	10 out of 11	321.0679628	-321.0679628	-29.18799661
Amy1	10 out of 11	321.0146149	-321.0146149	-29.1831468
Mfap3l	10 out of 11	320.3603918	-320.3603918	-29.12367198
Hilpda	10 out of 11	320.1757425	-320.1757425	-29.10688568
Kit	10 out of 11	320.0475266	-320.0475266	-29.0952297
Tmem163	10 out of 11	319.8628218	-319.8628218	-29.07843835
Cntn1	10 out of 11	319.7545511	-319.7545511	-29.06859555
Irx2	10 out of 11	319.6900521	-319.6900521	-29.06273201
Gm8090	7 out of 11	319.6644719	-319.6644719	-29.06040654
Nr1d2	9 out of 11	319.6122464	-319.6122464	-29.05565876
Thra	10 out of 11	319.547223	-319.547223	-29.04974754
Arhgef15	10 out of 11	319.2887151	-319.2887151	-29.02624683
D630039A03Rik	10 out of 11	318.9388232	-318.9388232	-28.99443848
Fgfr4	8 out of 11	318.7624398	-318.7624398	-28.97840362
Efemp1	10 out of 11	318.4039752	-318.4039752	-28.94581593
Slc2a4	9 out of 11	318.3820584	-318.3820584	-28.94382349
Clstn1	10 out of 11	317.9297607	-317.9297607	-28.90270552
Clmn	10 out of 11	317.9004182	-317.9004182	-28.90003802
1810059H22Rik	11 out of 11	317.295529	-317.295529	-28.84504809
Akap14	10 out of 11	316.9388122	-316.9388122	-28.81261929
Mgst1	10 out of 11	316.5476736	-316.5476736	-28.77706123
Kifc2	10 out of 11	316.0917348	-316.0917348	-28.73561225
Rab3a	10 out of 11	315.0555969	-315.0555969	-28.6414179
Ttc28	10 out of 11	315.0162526	-315.0162526	-28.63784115
P2rx6	9 out of 11	314.488564	-314.488564	-28.58986945
A_52_P1093579	7 out of 11	314.3629621	-314.3629621	-28.5784511
Cmya5	10 out of 11	314.2533113	-314.2533113	-28.56848284
Lmod1	10 out of 11	313.8940029	-313.8940029	-28.53581845
Ccdc164	10 out of 11	313.7872704	-313.7872704	-28.52611549
Hdac11	10 out of 11	313.6110822	-313.6110822	-28.51009839
Sema3e	10 out of 11	313.4558316	-313.4558316	-28.49598469
Scn1a	10 out of 11	313.4280281	-313.4280281	-28.4934571
Ephx3	10 out of 11	312.8331536	-312.8331536	-28.4393776
Crim1	10 out of 11	312.5795396	-312.5795396	-28.41632178
Fbxo31	10 out of 11	312.3213624	-312.3213624	-28.39285112
Mmp15	9 out of 11	312.0952626	-312.0952626	-28.3722966
Rnf144a	9 out of 11	311.8387407	-311.8387407	-28.34897643
Dhrs3	10 out of 11	311.7515123	-311.7515123	-28.34104657
Marveld1	10 out of 11	311.6242336	-311.6242336	-28.32947578
Ero1lb	10 out of 11	310.8822909	-310.8822909	-28.26202644
Aktip	10 out of 11	310.6151834	-310.6151834	-28.23774395
Deptor	10 out of 11	310.5654775	-310.5654775	-28.23322522
A_52_P99082	9 out of 11	310.4975476	-310.4975476	-28.22704978
A_52_P186362	9 out of 11	310.4730349	-310.4730349	-28.22482136
Pde5a	10 out of 11	310.1842557	-310.1842557	-28.1985687
Nxpe2	10 out of 11	310.126512	-310.126512	-28.19331927
2010007H06Rik	10 out of 11	309.9802063	-309.9802063	-28.18001876
Vegfa	10 out of 11	309.691532	-309.691532	-28.15377564
AB041803	10 out of 11	309.3724879	-309.3724879	-28.12477163
Slc47a1	10 out of 11	309.1503107	-309.1503107	-28.1045737
Myh10	11 out of 11	308.7971902	-308.7971902	-28.07247184
Gucy1a3	10 out of 11	308.7197681	-308.7197681	-28.06543346
Ppap2b	10 out of 11	308.6278563	-308.6278563	-28.05707785
Ripply3	10 out of 11	308.3827594	-308.3827594	-28.03479631
Plscr4	10 out of 11	308.3187358	-308.3187358	-28.02897598
Six4	10 out of 11	307.8433752	-307.8433752	-27.98576138
Macrod1	10 out of 11	307.0653995	-307.0653995	-27.91503632
Rab44	10 out of 11	306.9604912	-306.9604912	-27.9054992
Emc7	10 out of 11	306.8461603	-306.8461603	-27.89510548
Sult1a1	8 out of 11	306.5786719	-306.5786719	-27.87078835
Stx3	10 out of 11	306.5607865	-306.5607865	-27.86916241
9430079G20Rik	11 out of 11	306.4740599	-306.4740599	-27.86127818
Gm129	8 out of 11	306.3143557	-306.3143557	-27.84675961
C130074G19Rik	9 out of 11	306.0712489	-306.0712489	-27.82465899
Shisa2	7 out of 11	306.0459353	-306.0459353	-27.82235776
Cd97	9 out of 11	305.9467954	-305.9467954	-27.81334503
Upk2	9 out of 11	305.1612871	-305.1612871	-27.74193519
Trpc3	10 out of 11	304.7758144	-304.7758144	-27.70689222
Ggnbp1	10 out of 11	304.5546178	-304.5546178	-27.68678343
Pir	10 out of 11	304.1598333	-304.1598333	-27.65089394
Sorbs1	10 out of 11	303.2731587	-303.2731587	-27.57028716
Cdh13	9 out of 11	303.2017693	-303.2017693	-27.56379721
Mapk12	10 out of 11	302.8726383	-302.8726383	-27.53387621
Cry2	9 out of 11	302.8181605	-302.8181605	-27.52892368
Met	10 out of 11	302.5689649	-302.5689649	-27.50626953
Sema3g	9 out of 11	302.4789155	-302.4789155	-27.49808323
Calcrl	10 out of 11	302.438417	-302.438417	-27.49440154
Syne2	10 out of 11	302.43692	-302.43692	-27.49426545
Myom1	10 out of 11	302.1758933	-302.1758933	-27.47053575
9530091C08Rik	10 out of 11	301.9212911	-301.9212911	-27.4473901
Sec14l3	10 out of 11	301.5546228	-301.5546228	-27.41405661
4921506M07Rik	10 out of 11	301.4650018	-301.4650018	-27.40590926
Pnkd	10 out of 11	301.4637683	-301.4637683	-27.40579712
Acss1	10 out of 11	301.0735111	-301.0735111	-27.37031919
Crebl2	10 out of 11	301.01526	-301.01526	-27.36502364
Cd36	9 out of 11	300.3056487	-300.3056487	-27.30051351
Cpe	10 out of 11	300.0771501	-300.0771501	-27.27974092
Cav2	10 out of 11	299.981806	-299.981806	-27.27107327
Arhgef17	11 out of 11	299.9386466	-299.9386466	-27.26714969
Rftn2	10 out of 11	299.4947933	-299.4947933	-27.22679939
1600029I14Rik	10 out of 11	299.3120059	-299.3120059	-27.21018235
Stk33	10 out of 11	299.2829639	-299.2829639	-27.20754217
Fam82a1	10 out of 11	298.790473	-298.790473	-27.16277027
Ntf3	10 out of 11	298.3623976	-298.3623976	-27.12385433
Baiap2l1	10 out of 11	298.1319076	-298.1319076	-27.10290069
Spag6	10 out of 11	297.3711615	-297.3711615	-27.03374196
Slc25a27	10 out of 11	297.1483962	-297.1483962	-27.01349056
Srcin1	9 out of 11	296.2577022	-296.2577022	-26.93251838
Enpep	10 out of 11	296.2356677	-296.2356677	-26.93051524
Lss	8 out of 11	296.1486575	-296.1486575	-26.92260523
Fgfr2	10 out of 11	296.0399209	-296.0399209	-26.91272009
Sox7	10 out of 11	295.9537153	-295.9537153	-26.90488321
Eng	9 out of 11	295.0375002	-295.0375002	-26.82159093
Acot1	9 out of 11	294.2471321	-294.2471321	-26.74973929
Klf9	8 out of 11	293.8402045	-293.8402045	-26.71274586
Plk5	10 out of 11	293.8088229	-293.8088229	-26.70989299
6330439K17Rik	10 out of 11	293.6543147	-293.6543147	-26.69584679
Efcab4a	8 out of 11	293.3952324	-293.3952324	-26.67229386
Mogat1	9 out of 11	293.3714716	-293.3714716	-26.67013378
Heg1	11 out of 11	293.132533	-293.132533	-26.64841209
Stard8	10 out of 11	292.8794008	-292.8794008	-26.62540007
Dnajc28	10 out of 11	292.8383659	-292.8383659	-26.62166963
Fxyd1	10 out of 11	292.7402236	-292.7402236	-26.6127476
Vldlr	10 out of 11	292.5324888	-292.5324888	-26.59386262
Fhad1	11 out of 11	292.4083109	-292.4083109	-26.58257372
Casc4	10 out of 11	292.3468941	-292.3468941	-26.57699037
Sema3c	9 out of 11	291.8824672	-291.8824672	-26.53476975
Bmx	10 out of 11	291.3888914	-291.3888914	-26.48989922
Vsnl1	9 out of 11	290.8261303	-290.8261303	-26.43873912
Cdo1	11 out of 11	290.4822665	-290.4822665	-26.40747878
Sspn	10 out of 11	290.3532276	-290.3532276	-26.39574796
Cnfn	9 out of 11	289.8681758	-289.8681758	-26.35165234
Gucy1b3	10 out of 11	289.6918795	-289.6918795	-26.33562541
Wdr96	10 out of 11	289.5726445	-289.5726445	-26.32478587
Mycbpap	10 out of 11	288.3135601	-288.3135601	-26.21032364
Lgals12	9 out of 11	288.266829	-288.266829	-26.20607536
Nhlrc2	10 out of 11	288.1795415	-288.1795415	-26.19814014
Sdpr	10 out of 11	287.6921171	-287.6921171	-26.15382883
Lpin1	10 out of 11	287.595504	-287.595504	-26.14504582
Sipa1l1	10 out of 11	287.5023839	-287.5023839	-26.13658035
DXBay18	10 out of 11	287.2816535	-287.2816535	-26.11651395
A_52_P662562	7 out of 11	287.1036109	-287.1036109	-26.10032826
1700026D08Rik	9 out of 11	287.0905135	-287.0905135	-26.09913759
Fgf1	10 out of 11	287.0705801	-287.0705801	-26.09732546
Dock6	10 out of 11	286.9274031	-286.9274031	-26.08430937
Adamtsl5	9 out of 11	286.5050089	-286.5050089	-26.0459099
Kcns3	10 out of 11	286.1270137	-286.1270137	-26.0115467
Cyp2c44	9 out of 11	285.8738257	-285.8738257	-25.98852961
Slc23a1	10 out of 11	285.8413608	-285.8413608	-25.98557826
Stard9	10 out of 11	285.7947246	-285.7947246	-25.9813386
Cnpy1	10 out of 11	285.7884191	-285.7884191	-25.98076537
Cmtm8	10 out of 11	285.4909495	-285.4909495	-25.95372268
Acnat1	9 out of 11	285.1526162	-285.1526162	-25.92296511
Rarb	11 out of 11	285.1363472	-285.1363472	-25.92148611
Nek5	9 out of 11	284.9443016	-284.9443016	-25.90402742
Wdr69	10 out of 11	284.4838675	-284.4838675	-25.86216977
Edil3	9 out of 11	284.4484873	-284.4484873	-25.85895339
AI426330	10 out of 11	284.240544	-284.240544	-25.84004946
Rprm	8 out of 11	284.0210873	-284.0210873	-25.82009885
B3gnt4	9 out of 11	283.7036828	-283.7036828	-25.79124389
Plxdc2	11 out of 11	283.3897651	-283.3897651	-25.76270592
Ghr	10 out of 11	283.2995355	-283.2995355	-25.75450322
Gm5624	7 out of 11	282.6510977	-282.6510977	-25.69555434
Vsig2	10 out of 11	282.6175765	-282.6175765	-25.69250696
Spag16	9 out of 11	282.5491399	-282.5491399	-25.68628544
Ang4	10 out of 11	282.1737394	-282.1737394	-25.65215812
Kidins220	10 out of 11	281.7603293	-281.7603293	-25.61457539
Thbs3	9 out of 11	281.608989	-281.608989	-25.60081719
Fhl1	10 out of 11	281.5688156	-281.5688156	-25.59716506
9230104L09Rik	9 out of 11	281.5508699	-281.5508699	-25.59553363
Tmem116	10 out of 11	281.4455714	-281.4455714	-25.58596103
AK048091	10 out of 11	281.2585185	-281.2585185	-25.56895623
9530003J23Rik	9 out of 11	281.2139501	-281.2139501	-25.56490455
Wdr65	10 out of 11	281.0268237	-281.0268237	-25.54789306
Col17a1	9 out of 11	280.7509829	-280.7509829	-25.52281663
Tmtc1	10 out of 11	280.6681754	-280.6681754	-25.51528867
Ccdc33	10 out of 11	280.6337668	-280.6337668	-25.51216062
Gnao1	10 out of 11	280.5198703	-280.5198703	-25.50180639
Thrb	10 out of 11	280.5007996	-280.5007996	-25.50007269
Stmn2	9 out of 11	280.4369558	-280.4369558	-25.49426871
Cd209a	7 out of 11	280.2789851	-280.2789851	-25.47990774
Ttc29	9 out of 11	279.8941932	-279.8941932	-25.44492666
Bcl7a	10 out of 11	279.8288848	-279.8288848	-25.43898953
Selenbp1	9 out of 11	279.1099911	-279.1099911	-25.37363555
Prkce	10 out of 11	278.8903736	-278.8903736	-25.35367033
Atp2b2	9 out of 11	278.8556596	-278.8556596	-25.3505145
Dnahc7c	10 out of 11	278.8397947	-278.8397947	-25.34907224
Abca5	10 out of 11	278.6688757	-278.6688757	-25.33353416
Kif26b	9 out of 11	278.5612741	-278.5612741	-25.32375219
Fez1	9 out of 11	278.3908002	-278.3908002	-25.30825457
Tln2	11 out of 11	278.3401414	-278.3401414	-25.30364922
Mob3b	10 out of 11	278.1309124	-278.1309124	-25.2846284
Echdc3	11 out of 11	277.5593069	-277.5593069	-25.23266426
Tmtc2	10 out of 11	277.4643685	-277.4643685	-25.2240335
Abhd14b	10 out of 11	277.4093594	-277.4093594	-25.21903268
Ttc6	9 out of 11	277.3636194	-277.3636194	-25.21487449
Sept8	9 out of 11	276.8735804	-276.8735804	-25.17032549
Ccl27a	10 out of 11	276.8025829	-276.8025829	-25.16387118
1190002N15Rik	9 out of 11	276.7425013	-276.7425013	-25.15840921
Pex5l	11 out of 11	276.6408169	-276.6408169	-25.14916517
Pgm2l1	10 out of 11	276.6386834	-276.6386834	-25.14897121
Pla2g1b	7 out of 11	276.4990202	-276.4990202	-25.13627456
Selenbp2	9 out of 11	276.480845	-276.480845	-25.13462227
Mill2	10 out of 11	276.4620604	-276.4620604	-25.13291458
Cadps2	10 out of 11	276.2939146	-276.2939146	-25.1176286
Cyth3	10 out of 11	275.4555516	-275.4555516	-25.04141379
1520402A15Rik	11 out of 11	275.4201586	-275.4201586	-25.03819623
Glp1r	9 out of 11	275.3785944	-275.3785944	-25.03441767
Azgp1	8 out of 11	275.3124621	-275.3124621	-25.02840564
Glt8d2	10 out of 11	275.0649242	-275.0649242	-25.0059022
Adam28	10 out of 11	275.0417748	-275.0417748	-25.00379771
Bdnf	9 out of 11	275.0413697	-275.0413697	-25.00376088
1300014I06Rik	10 out of 11	274.8982021	-274.8982021	-24.99074564
Mmp28	9 out of 11	274.3300035	-274.3300035	-24.93909123
Cpn1	10 out of 11	274.2622502	-274.2622502	-24.93293183
Npr1	9 out of 11	274.2338467	-274.2338467	-24.9303497
Arhgap31	10 out of 11	273.9538056	-273.9538056	-24.90489142
Wdr63	9 out of 11	273.4137717	-273.4137717	-24.85579742
Il17rd	10 out of 11	273.3119716	-273.3119716	-24.84654287
Kctd8	10 out of 11	273.2136996	-273.2136996	-24.83760906
Fry	10 out of 11	273.0964351	-273.0964351	-24.82694864
Myo1b	10 out of 11	272.8432402	-272.8432402	-24.80393093
Kif21a	10 out of 11	272.8048149	-272.8048149	-24.80043771
Tmod1	10 out of 11	272.6220023	-272.6220023	-24.78381839
Plagl1	10 out of 11	272.529646	-272.529646	-24.77542236
Glb1l2	11 out of 11	272.0889953	-272.0889953	-24.7353632
Lamp3	9 out of 11	271.9336006	-271.9336006	-24.72123641
Reep6	8 out of 11	271.9048725	-271.9048725	-24.71862477
Degs2	10 out of 11	271.6170504	-271.6170504	-24.69245913
Kif26a	10 out of 11	271.6006032	-271.6006032	-24.69096392
Ahr	10 out of 11	271.534644	-271.534644	-24.68496763
Ccdc108	10 out of 11	271.4445514	-271.4445514	-24.6767774
AK087708	10 out of 11	270.7819478	-270.7819478	-24.61654071
4921507P07Rik	10 out of 11	270.5612515	-270.5612515	-24.59647741
Ushbp1	7 out of 11	270.554325	-270.554325	-24.59584772
Pcnx	10 out of 11	270.3223024	-270.3223024	-24.57475476
Rtdr1	10 out of 11	270.2508924	-270.2508924	-24.56826294
Ttll6	10 out of 11	270.2199027	-270.2199027	-24.5654457
Fam47e	9 out of 11	270.1431581	-270.1431581	-24.55846892
Aqp1	10 out of 11	269.8458033	-269.8458033	-24.53143667
Myl9	10 out of 11	269.8117253	-269.8117253	-24.52833866
Syne1	10 out of 11	269.7078576	-269.7078576	-24.51889615
Smurf2	10 out of 11	269.6681117	-269.6681117	-24.51528288
2210011C24Rik	8 out of 11	269.5074842	-269.5074842	-24.50068038
Mtap7	10 out of 11	269.3483775	-269.3483775	-24.48621614
Ctdspl	10 out of 11	269.3432048	-269.3432048	-24.48574589
Cadm1	10 out of 11	268.9837599	-268.9837599	-24.45306909
Macf1	10 out of 11	268.9048323	-268.9048323	-24.44589384
Jak1	10 out of 11	268.6562284	-268.6562284	-24.42329349
Ankrd33b	10 out of 11	268.5739807	-268.5739807	-24.41581643
Arhgef12	10 out of 11	268.2778856	-268.2778856	-24.38889869
Zbtb20	10 out of 11	268.2307963	-268.2307963	-24.38461785
Tmem38a	10 out of 11	268.2248696	-268.2248696	-24.38407905
6430548M08Rik	10 out of 11	268.1528285	-268.1528285	-24.37752987
Gabarapl1	11 out of 11	267.5692281	-267.5692281	-24.32447528
Kitl	10 out of 11	267.3010911	-267.3010911	-24.30009919
Adcy9	10 out of 11	266.9895158	-266.9895158	-24.27177416
Sept4	10 out of 11	266.9864533	-266.9864533	-24.27149576
Morn1	10 out of 11	266.8586259	-266.8586259	-24.25987508
Tmem205	10 out of 11	266.5185119	-266.5185119	-24.22895562
Zbtb10	10 out of 11	266.2879675	-266.2879675	-24.20799704
Rgnef	10 out of 11	266.1149664	-266.1149664	-24.19226967
Cx3cl1	10 out of 11	266.0562176	-266.0562176	-24.18692887
Slc38a5	7 out of 11	265.7020132	-265.7020132	-24.15472847
Gata2	9 out of 11	265.5533002	-265.5533002	-24.14120911
Cyp2d12	8 out of 11	265.4120483	-265.4120483	-24.12836802
Myo6	10 out of 11	265.4118351	-265.4118351	-24.12834864
Ttc12	10 out of 11	265.1335431	-265.1335431	-24.10304938
Per2	8 out of 11	264.904848	-264.904848	-24.08225891
Grtp1	11 out of 11	264.8160531	-264.8160531	-24.07418664
Car14	8 out of 11	264.7530106	-264.7530106	-24.06845551
Clstn2	10 out of 11	264.7258469	-264.7258469	-24.06598609
Ebf1	10 out of 11	264.5419731	-264.5419731	-24.04927028
Gstm2	10 out of 11	264.5140265	-264.5140265	-24.04672968
Erbb3	10 out of 11	264.4681528	-264.4681528	-24.04255935
Mm.227768	7 out of 11	264.2627481	-264.2627481	-24.02388619
Nrxn1	10 out of 11	263.7328547	-263.7328547	-23.97571406
Ppap2a	11 out of 11	263.6690833	-263.6690833	-23.96991667
Scn7a	9 out of 11	263.4392281	-263.4392281	-23.94902074
Scn3a	8 out of 11	263.265186	-263.265186	-23.93319873
Slc6a9	10 out of 11	262.4626105	-262.4626105	-23.86023732
Cox7a1	7 out of 11	262.3359272	-262.3359272	-23.84872066
Thsd4	10 out of 11	262.2940541	-262.2940541	-23.84491401
Herpud1	10 out of 11	262.2626998	-262.2626998	-23.84206362
Upk3b	9 out of 11	261.7703244	-261.7703244	-23.79730221
2310021N16Rik	8 out of 11	261.769123	-261.769123	-23.797193
Ppp1r14a	9 out of 11	261.7615476	-261.7615476	-23.79650433
Adrb1	9 out of 11	261.3782506	-261.3782506	-23.76165915
Prex2	9 out of 11	261.0631336	-261.0631336	-23.73301215
Tmem159	10 out of 11	260.8903962	-260.8903962	-23.71730875
Smarca2	9 out of 11	260.5717807	-260.5717807	-23.6883437
Pfkfb2	10 out of 11	260.5184273	-260.5184273	-23.68349339
9330101J02Rik	10 out of 11	260.302407	-260.302407	-23.66385518
Vwa3b	10 out of 11	259.9154065	-259.9154065	-23.62867332
Zmat4	8 out of 11	259.8948752	-259.8948752	-23.62680684
Mettl20	11 out of 11	259.5976263	-259.5976263	-23.59978421
Mm.387235	9 out of 11	259.440653	-259.440653	-23.58551391
Lrrc26	9 out of 11	259.1203239	-259.1203239	-23.55639308
1700008A04Rik	10 out of 11	258.9921341	-258.9921341	-23.54473946
Specc1l	10 out of 11	258.6889424	-258.6889424	-23.51717658
C1qtnf2	10 out of 11	258.667324	-258.667324	-23.51521128
Tmem35	7 out of 11	258.5732489	-258.5732489	-23.50665899
Ctsf	9 out of 11	258.136201	-258.136201	-23.46692737
Rbbp6	10 out of 11	257.8347527	-257.8347527	-23.43952298
Eppin	7 out of 11	257.8244768	-257.8244768	-23.4385888
Sc5d	8 out of 11	257.7909712	-257.7909712	-23.43554284
Fabp3	7 out of 11	257.787664	-257.787664	-23.43524219
Cldn10	9 out of 11	257.7680265	-257.7680265	-23.43345695
Bbs2	10 out of 11	257.3791513	-257.3791513	-23.39810466
Vapb	10 out of 11	281.4676554	-257.1817815	-23.38016196
Cyp39a1	10 out of 11	257.1553636	-257.1553636	-23.37776033
Aplp2	10 out of 11	256.9233746	-256.9233746	-23.35667042
Gpihbp1	9 out of 11	256.6852567	-256.6852567	-23.33502333
Smoc1	7 out of 11	256.6634138	-256.6634138	-23.33303762
9530010C24Rik	10 out of 11	256.5279962	-256.5279962	-23.32072693
Lnx1	11 out of 11	256.395354	-256.395354	-23.30866854
Slc22a23	10 out of 11	256.1230768	-256.1230768	-23.28391607
Nov	10 out of 11	256.1047194	-256.1047194	-23.28224722
Hfe	10 out of 11	255.7178596	-255.7178596	-23.24707815
Cbs	9 out of 11	255.4229825	-255.4229825	-23.22027114
Sfrs18	10 out of 11	255.4215348	-255.4215348	-23.22013953
Aldh1a7	9 out of 11	255.2813031	-255.2813031	-23.20739119
Mpped2	9 out of 11	254.9366239	-254.9366239	-23.17605672
Kcnip4	10 out of 11	254.8775123	-254.8775123	-23.17068293
Itga1	10 out of 11	254.7595722	-254.7595722	-23.15996111
Mm.201493	10 out of 11	254.6843952	-254.6843952	-23.15312684
Pdk1	10 out of 11	254.5277652	-254.5277652	-23.13888774
Wif1	9 out of 11	254.3840871	-254.3840871	-23.1258261
Nckap5	10 out of 11	254.2679588	-254.2679588	-23.11526898
T2	10 out of 11	254.259129	-254.259129	-23.11446627
Arhgap12	10 out of 11	254.2188243	-254.2188243	-23.11080221
Flt1	10 out of 11	254.0629815	-254.0629815	-23.09663468
Ces2g	10 out of 11	253.8580984	-253.8580984	-23.07800895
Dmd	10 out of 11	253.4342559	-253.4342559	-23.03947781
P4htm	10 out of 11	253.1688707	-253.1688707	-23.01535188
Rbms3	10 out of 11	252.8177498	-252.8177498	-22.9834318
Spry1	9 out of 11	252.7972032	-252.7972032	-22.98156393
Ccdc153	10 out of 11	252.7941725	-252.7941725	-22.98128841
Cux2	9 out of 11	252.6227273	-252.6227273	-22.96570248
Ids	10 out of 11	252.5802767	-252.5802767	-22.96184333
Slc15a2	7 out of 11	252.2757162	-252.2757162	-22.93415601
Erg	10 out of 11	252.1604813	-252.1604813	-22.92368012
Syde2	9 out of 11	252.1508027	-252.1508027	-22.92280024
Lyz2	7 out of 11	251.9854241	-251.9854241	-22.90776583
Fxr1	10 out of 11	272.0877225	-251.976103	-22.90691846
Ccdc37	10 out of 11	251.9607311	-251.9607311	-22.90552101
Tceal6	11 out of 11	251.9262209	-251.9262209	-22.90238372
Acbd4	10 out of 11	251.8471161	-251.8471161	-22.89519237
Aff3	10 out of 11	251.7881225	-251.7881225	-22.88982932
Otud1	10 out of 11	251.302707	-251.302707	-22.84570064
Mm.65376	10 out of 11	250.9520366	-250.9520366	-22.81382151
Ang	10 out of 11	250.9448657	-250.9448657	-22.81316961
Sned1	10 out of 11	250.8870511	-250.8870511	-22.80791374
Mid2	10 out of 11	250.1987637	-250.1987637	-22.74534215
1700012B09Rik	9 out of 11	249.9989055	-249.9989055	-22.72717323
1700019L03Rik	10 out of 11	249.9429354	-249.9429354	-22.72208504
Meis2	10 out of 11	249.820963	-249.820963	-22.71099664
Cdh5	9 out of 11	249.6916303	-249.6916303	-22.69923912
Lrtm2	9 out of 11	249.5584586	-249.5584586	-22.6871326
Ndufb2	11 out of 11	249.2909792	-249.2909792	-22.66281629
Fzd4	9 out of 11	249.1551786	-249.1551786	-22.65047078
Pink1	10 out of 11	249.110142	-249.110142	-22.64637654
1110017D15Rik	10 out of 11	248.925263	-248.925263	-22.62956937
Myo5c	9 out of 11	248.8770043	-248.8770043	-22.62518221
Slc9a2	9 out of 11	248.498085	-248.498085	-22.590735
Etl4	10 out of 11	248.4655263	-248.4655263	-22.58777512
Mtus1	10 out of 11	248.1957068	-248.1957068	-22.56324608
Ccdc81	9 out of 11	248.0269567	-248.0269567	-22.54790515
Ang2	9 out of 11	247.9763855	-247.9763855	-22.54330777
Ptk2	10 out of 11	247.952912	-247.952912	-22.54117382
Gdf10	8 out of 11	247.8030346	-247.8030346	-22.5275486
3300002A11Rik	9 out of 11	247.4324545	-247.4324545	-22.4938595
Plce1	10 out of 11	247.1806466	-247.1806466	-22.47096787
Lrrc17	9 out of 11	247.0927325	-247.0927325	-22.46297568
Mlc1	9 out of 11	247.0732429	-247.0732429	-22.4612039
Rusc2	10 out of 11	246.9443104	-246.9443104	-22.44948276
Gstk1	10 out of 11	246.8020379	-246.8020379	-22.4365489
Ehf	10 out of 11	246.6738096	-246.6738096	-22.42489178
Tmem110	10 out of 11	246.541843	-246.541843	-22.41289482
Slc23a2	10 out of 11	246.2960208	-246.2960208	-22.39054735
A_52_P406449	9 out of 11	246.0251676	-246.0251676	-22.36592433
Chst1	8 out of 11	245.7489345	-245.7489345	-22.34081223
1700123K08Rik	10 out of 11	245.6319827	-245.6319827	-22.33018024
Frmd6	10 out of 11	245.5012444	-245.5012444	-22.31829495
Fam19a1	10 out of 11	245.4765461	-245.4765461	-22.31604965
Agmo	10 out of 11	245.349502	-245.349502	-22.30450018
Pla2r1	10 out of 11	245.3350304	-245.3350304	-22.30318458
Sgpp2	9 out of 11	244.9807306	-244.9807306	-22.2709755
Irx5	10 out of 11	244.9207781	-244.9207781	-22.26552528
Sh3gl2	9 out of 11	244.8447861	-244.8447861	-22.25861692
Appl2	10 out of 11	244.4953273	-244.4953273	-22.22684793
Clec1a	7 out of 11	244.2495773	-244.2495773	-22.20450703
Prkaa2	10 out of 11	243.8847997	-243.8847997	-22.17134542
Utrn	10 out of 11	243.8503116	-243.8503116	-22.16821014
Epb4.1l4b	10 out of 11	243.8283445	-243.8283445	-22.16621314
Zswim5	8 out of 11	243.4923563	-243.4923563	-22.13566875
Eif2c4	10 out of 11	243.2895929	-243.2895929	-22.11723571
Ica1	10 out of 11	243.2568854	-243.2568854	-22.11426231
Ramp1	9 out of 11	243.1661242	-243.1661242	-22.10601129
Syt7	10 out of 11	243.1362335	-243.1362335	-22.10329395
D930020B18Rik	9 out of 11	243.1242958	-243.1242958	-22.10220871
