This RNA Expression meta-signature was derived from Illumina's BaseSpace Correlation Engine Meta-Analysis app. The analysis aggregated 15 Biosets for SARS day7 post-infection vs control Lung tissue experiments from ten independent studies (GSE40824, GSE40827, GSE49262, GSE49263, GSE50000, GSE50878, GSE51386, GSE51387, GSE64660, GSE68820) and two strains (SARS-CoV MA15, icSARS-CoV). For more go to https://github.com/BioinfoSolutions/Coronavirus_metadata.



The export table from the Meta-Analysis was transformed in the following ways to define this SARS-CoV day7 post-infection lung meta-signature. The bioset-specific gene scores were modified with fold change directionality, then the signed bioset-specific gene scores were averaged for each gene across all biosets for a signed overall score. The genes and scores were then imported using the Fold Change (+/- mode) option to use the directional values and rank."				
				
Gene	Specificity	Abs Score Sum	Score Sum	Score Ave
Antxr1	8 out of 11	118.6463848	-118.6463848	-10.78603498
Rab11a	9 out of 11	118.5983054	-118.5983054	-10.78166413
Trim68	9 out of 11	118.5530926	-118.5530926	-10.77755388
A_51_P350378	8 out of 11	118.5115103	-118.5115103	-10.77377366
Prkd3	10 out of 11	118.420454	-118.420454	-10.76549582
Slc22a17	7 out of 11	118.2440225	-118.2440225	-10.74945659
Pcsk4	7 out of 11	118.2435984	-118.2435984	-10.74941804
Csde1	9 out of 11	118.2259059	-118.2259059	-10.74780963
Sh2d4a	8 out of 11	118.1946784	-118.1946784	-10.74497076
Lrp6	8 out of 11	118.1555084	-118.1555084	-10.74140985
Dstn	9 out of 11	117.9697936	-117.9697936	-10.72452669
Il28ra	9 out of 11	117.930011	-117.930011	-10.72091009
AK085633	7 out of 11	117.8609771	-117.8609771	-10.71463428
6030487A22Rik	8 out of 11	117.8242928	-117.8242928	-10.71129935
Dlgap4	9 out of 11	117.7157976	-117.7157976	-10.70143614
Ncor1	8 out of 11	117.5907118	-117.5907118	-10.69006471
B130024G19Rik	8 out of 11	117.5410336	-117.5410336	-10.68554851
Cpne8	8 out of 11	117.5122846	-117.5122846	-10.68293496
Calm1	9 out of 11	117.5095478	-117.5095478	-10.68268617
Smoc2	7 out of 11	193.3562772	-117.4497636	-10.67725124
Pacrg	8 out of 11	117.362396	-117.362396	-10.66930873
Gls	7 out of 11	117.1874162	-117.1874162	-10.65340147
6330403L08Rik	7 out of 11	117.0747433	-117.0747433	-10.64315848
Map4k3	9 out of 11	116.9282333	-116.9282333	-10.62983939
Intu	9 out of 11	116.9246833	-116.9246833	-10.62951666
Mal2	7 out of 11	116.8726342	-116.8726342	-10.62478493
A_52_P642501	9 out of 11	116.8530944	-116.8530944	-10.62300858
Ttc16	7 out of 11	116.8418642	-116.8418642	-10.62198765
A_52_P618671	8 out of 11	116.8026787	-116.8026787	-10.61842533
Mm.335582	7 out of 11	116.7985833	-116.7985833	-10.61805303
Trim44	9 out of 11	116.7539465	-116.7539465	-10.61399514
Lynx1	8 out of 11	116.7356833	-116.7356833	-10.61233485
Srms	8 out of 11	116.7184422	-116.7184422	-10.61076747
A_52_P419879	7 out of 11	116.595523	-116.595523	-10.599593
Akap9	10 out of 11	116.5322685	-116.5322685	-10.59384259
C630004H02Rik	7 out of 11	116.4583206	-116.4583206	-10.58712006
Klhl7	9 out of 11	116.4582172	-116.4582172	-10.58711066
Fam171a1	7 out of 11	116.288171	-116.288171	-10.57165191
Rwdd3	7 out of 11	116.2756796	-116.2756796	-10.57051633
Taf3	7 out of 11	116.2443799	-116.2443799	-10.5676709
Rapgef2	9 out of 11	116.1570703	-116.1570703	-10.55973366
Rtp3	7 out of 11	116.1312363	-116.1312363	-10.55738512
Arl13b	9 out of 11	116.0285828	-116.0285828	-10.54805298
Pafah2	9 out of 11	116.0143883	-116.0143883	-10.54676257
Cmklr1	8 out of 11	116.0044805	-116.0044805	-10.54586186
Gfra4	7 out of 11	115.8957713	-115.8957713	-10.53597921
Mm.339134	8 out of 11	115.8697267	-115.8697267	-10.53361152
1110018F16Rik	10 out of 11	115.8236665	-115.8236665	-10.52942423
Gpr56	7 out of 11	115.7517328	-115.7517328	-10.5228848
Ppp1r15a	7 out of 11	115.6457008	-115.6457008	-10.51324553
AI413194	9 out of 11	115.6142661	-115.6142661	-10.51038783
Morn3	8 out of 11	115.548562	-115.548562	-10.50441473
Slc36a2	7 out of 11	115.5287662	-115.5287662	-10.50261511
Cap2	7 out of 11	115.4638465	-115.4638465	-10.49671332
Zhx3	7 out of 11	115.4220397	-115.4220397	-10.4929127
Dnmbp	8 out of 11	115.393498	-115.393498	-10.490318
Mtss1	7 out of 11	115.380886	-115.380886	-10.48917146
A_52_P318053	9 out of 11	115.2765432	-115.2765432	-10.47968574
1600012F09Rik	8 out of 11	115.2484912	-115.2484912	-10.47713556
Ssh2	8 out of 11	115.151887	-115.151887	-10.46835336
Trip10	8 out of 11	115.1327847	-115.1327847	-10.46661679
Mbnl2	9 out of 11	115.1217509	-115.1217509	-10.46561372
Kdm6b	8 out of 11	115.0894379	-115.0894379	-10.46267618
Ipmk	8 out of 11	115.0763286	-115.0763286	-10.46148442
Ddr2	8 out of 11	114.956099	-114.956099	-10.45055445
Golga4	9 out of 11	114.889635	-114.889635	-10.44451227
Hoxa1	7 out of 11	114.8340506	-114.8340506	-10.43945915
Cpsf6	8 out of 11	114.7021194	-114.7021194	-10.4274654
Spa17	8 out of 11	114.6474686	-114.6474686	-10.42249714
Mib2	8 out of 11	114.6470109	-114.6470109	-10.42245554
Aasdhppt	8 out of 11	114.6404544	-114.6404544	-10.42185949
Slc16a2	10 out of 11	114.6155961	-114.6155961	-10.41959965
Tmem216	7 out of 11	114.512819	-114.512819	-10.41025627
Chmp4c	7 out of 11	136.2363419	-114.5123238	-10.41021125
Ptp4a3	7 out of 11	114.5109911	-114.5109911	-10.4100901
D030063E12	8 out of 11	114.4437091	-114.4437091	-10.40397356
Gprc5c	8 out of 11	114.3111188	-114.3111188	-10.39191989
Olfr1065	9 out of 11	114.3103754	-114.3103754	-10.39185231
Fbxo3	8 out of 11	114.2832988	-114.2832988	-10.3893908
Vps13d	9 out of 11	114.2760917	-114.2760917	-10.38873561
Frmd4a	8 out of 11	114.2674327	-114.2674327	-10.38794843
Epdr1	8 out of 11	114.2275211	-114.2275211	-10.3843201
Spsb3	7 out of 11	114.1989142	-114.1989142	-10.38171947
Antxr2	7 out of 11	114.1745949	-114.1745949	-10.37950862
Scaper	9 out of 11	114.1249659	-114.1249659	-10.3749969
Lgi4	7 out of 11	114.0619958	-114.0619958	-10.36927235
St3gal6	7 out of 11	114.0603135	-114.0603135	-10.36911941
Rec8	7 out of 11	114.0249846	-114.0249846	-10.36590769
Aloxe3	7 out of 11	113.9602897	-113.9602897	-10.36002634
Ppp1r3c	7 out of 11	113.9533192	-113.9533192	-10.35939265
ENSMUST00000034640	8 out of 11	113.9328103	-113.9328103	-10.35752821
Ctnnb1	8 out of 11	113.9150033	-113.9150033	-10.35590939
Wwtr1	8 out of 11	113.8584514	-113.8584514	-10.35076831
Sox6	8 out of 11	113.8382732	-113.8382732	-10.34893392
Sc4mol	8 out of 11	113.8169054	-113.8169054	-10.3469914
C87436	8 out of 11	113.7830499	-113.7830499	-10.34391363
O3far1	7 out of 11	113.6509753	-113.6509753	-10.33190684
Pja2	8 out of 11	113.6490917	-113.6490917	-10.33173561
AK049961	9 out of 11	113.5638287	-113.5638287	-10.32398443
Dnajb9	8 out of 11	113.4756354	-113.4756354	-10.31596686
Fam73a	10 out of 11	113.4444826	-113.4444826	-10.31313478
Luc7l2	8 out of 11	113.4430742	-113.4430742	-10.31300675
Plk1s1	9 out of 11	113.432181	-113.432181	-10.31201646
Rab23	9 out of 11	113.3891413	-113.3891413	-10.30810375
Lrrc36	7 out of 11	113.3304684	-113.3304684	-10.30276985
Myl12b	8 out of 11	113.277949	-113.277949	-10.29799536
Ggps1	9 out of 11	113.276483	-113.276483	-10.29786209
Kcnj15	7 out of 11	113.2761928	-113.2761928	-10.29783571
Dennd2a	8 out of 11	113.2374254	-113.2374254	-10.2943114
Cdc14b	8 out of 11	113.2002838	-113.2002838	-10.29093489
A_52_P796069	9 out of 11	113.0099574	-113.0099574	-10.27363249
1810013L24Rik	8 out of 11	112.8550318	-112.8550318	-10.25954835
Dlg3	9 out of 11	112.7779544	-112.7779544	-10.2525413
Kdm5b	8 out of 11	112.7486677	-112.7486677	-10.24987889
Kif16b	9 out of 11	112.6617154	-112.6617154	-10.24197413
Ddah2	7 out of 11	112.5974633	-112.5974633	-10.23613303
Osbpl2	9 out of 11	112.433652	-112.433652	-10.22124109
Fam184a	7 out of 11	112.4135622	-112.4135622	-10.21941474
Efcab1	7 out of 11	112.4030231	-112.4030231	-10.21845664
Tmprss2	7 out of 11	112.3913954	-112.3913954	-10.21739958
Shh	7 out of 11	112.1759008	-112.1759008	-10.19780917
Mpv17	7 out of 11	112.1158928	-112.1158928	-10.19235389
Mtx3	7 out of 11	112.099894	-112.099894	-10.19089945
2900069M18Rik	7 out of 11	112.0628192	-112.0628192	-10.18752901
Asb14	7 out of 11	112.058162	-112.058162	-10.18710564
Akr1c19	7 out of 11	112.0356321	-112.0356321	-10.18505746
Lrig2	9 out of 11	111.954166	-111.954166	-10.17765145
Helz	9 out of 11	111.9406365	-111.9406365	-10.1764215
Epc2	8 out of 11	111.9076511	-111.9076511	-10.17342283
Ate1	10 out of 11	111.8381954	-111.8381954	-10.16710867
Osbpl6	8 out of 11	111.8103594	-111.8103594	-10.16457812
Rxra	9 out of 11	111.6865971	-111.6865971	-10.15332701
Hbp1	8 out of 11	111.6136182	-111.6136182	-10.14669257
Foxp2	9 out of 11	111.5741004	-111.5741004	-10.14310003
Fgf18	7 out of 11	111.5341943	-111.5341943	-10.13947221
9130020K20Rik	8 out of 11	111.5065638	-111.5065638	-10.13696035
Neo1	7 out of 11	111.4091302	-111.4091302	-10.12810274
Elp4	7 out of 11	111.3662884	-111.3662884	-10.12420804
ATP6	8 out of 11	111.165835	-111.165835	-10.105985
Jam3	8 out of 11	111.1355991	-111.1355991	-10.10323628
Sgtb	8 out of 11	111.0940807	-111.0940807	-10.09946188
Tmem57	8 out of 11	111.0821358	-111.0821358	-10.09837598
Egfr	7 out of 11	137.862944	-111.043298	-10.09484528
Tmcc1	7 out of 11	110.9146898	-110.9146898	-10.08315362
Mm.133618	9 out of 11	110.7733597	-110.7733597	-10.07030542
6530401N04Rik	8 out of 11	128.9212937	-110.6837349	-10.06215772
Mib1	9 out of 11	110.6035314	-110.6035314	-10.05486649
Huwe1	9 out of 11	110.5981096	-110.5981096	-10.0543736
Akap1	9 out of 11	110.5349693	-110.5349693	-10.04863358
Nudt7	9 out of 11	110.4783364	-110.4783364	-10.04348513
Engase	9 out of 11	110.4348431	-110.4348431	-10.03953119
Hoxb3	8 out of 11	110.3602746	-110.3602746	-10.03275224
Zscan30	7 out of 11	110.2024451	-110.2024451	-10.0184041
5430417L22Rik	8 out of 11	110.1864778	-110.1864778	-10.01695253
Suv420h1	9 out of 11	110.1618796	-110.1618796	-10.01471632
BC032203	8 out of 11	110.0872737	-110.0872737	-10.00793398
Nenf	8 out of 11	110.058769	-110.058769	-10.00534264
A_52_P304419	8 out of 11	110.0574461	-110.0574461	-10.00522237
A_51_P363275	8 out of 11	110.0454869	-110.0454869	-10.00413517
Cnst	8 out of 11	110.0368579	-110.0368579	-10.00335072
Coq10b	8 out of 11	160.1402802	-110.0135972	-10.00123611
Tmem80	7 out of 11	109.9346472	-109.9346472	-9.994058837
Pik3c2g	8 out of 11	109.9259097	-109.9259097	-9.993264519
Rev1	8 out of 11	109.9063611	-109.9063611	-9.991487372
Taok2	8 out of 11	109.8790775	-109.8790775	-9.989007042
Fat4	8 out of 11	109.7406666	-109.7406666	-9.976424237
Sft2d2	9 out of 11	158.8761903	-109.7315822	-9.975598381
Hipk2	10 out of 11	168.3639225	-109.7022311	-9.972930102
Fktn	8 out of 11	109.6468888	-109.6468888	-9.967898983
Bmi1	9 out of 11	109.6199379	-109.6199379	-9.965448898
Slc4a3	8 out of 11	109.6025451	-109.6025451	-9.963867736
Mm.378981	8 out of 11	109.5879682	-109.5879682	-9.962542565
Phf3	9 out of 11	109.5499668	-109.5499668	-9.959087887
Pard3b	7 out of 11	109.5225845	-109.5225845	-9.956598594
Gkap1	9 out of 11	109.4347195	-109.4347195	-9.948610865
Pcdhga7	7 out of 11	109.434045	-109.434045	-9.948549542
D330013E07Rik	7 out of 11	109.4184363	-109.4184363	-9.947130577
Cd47	10 out of 11	152.4079662	-109.4121927	-9.946562971
8030498J20Rik	7 out of 11	109.2939121	-109.2939121	-9.935810187
Kansl1l	8 out of 11	109.2775787	-109.2775787	-9.93432534
Sowahc	7 out of 11	109.2680556	-109.2680556	-9.933459598
Bclaf1	9 out of 11	109.1778442	-109.1778442	-9.925258565
Lmbr1	7 out of 11	109.1653904	-109.1653904	-9.924126398
Wdr93	8 out of 11	109.0419618	-109.0419618	-9.912905617
Atp5s	9 out of 11	108.8473072	-108.8473072	-9.895209742
Ppp1r32	7 out of 11	108.8458876	-108.8458876	-9.895080695
Ttll7	7 out of 11	108.7974033	-108.7974033	-9.890673029
Casd1	7 out of 11	108.7896334	-108.7896334	-9.889966673
Rsph1	7 out of 11	108.707051	-108.707051	-9.882459185
Clk4	8 out of 11	108.6785429	-108.6785429	-9.879867536
1110021L09Rik	9 out of 11	108.6740322	-108.6740322	-9.879457475
Mterfd2	7 out of 11	108.6201933	-108.6201933	-9.874563031
Pdxk	8 out of 11	108.5786903	-108.5786903	-9.870790023
Dcn	8 out of 11	147.2161852	-108.5528225	-9.868438412
2610528J11Rik	7 out of 11	108.5204508	-108.5204508	-9.865495529
Hs6st2	8 out of 11	108.4904032	-108.4904032	-9.862763928
Nkd2	8 out of 11	108.4001224	-108.4001224	-9.854556583
Reln	7 out of 11	108.2130343	-108.2130343	-9.837548574
Fkbp15	10 out of 11	154.8976128	-108.1628198	-9.832983614
Ahctf1	9 out of 11	107.9757974	-107.9757974	-9.815981584
Alb	7 out of 11	107.9580235	-107.9580235	-9.814365775
Lrrc16a	8 out of 11	107.9110518	-107.9110518	-9.810095617
9930024M15Rik	8 out of 11	107.8436477	-107.8436477	-9.803967973
Grk5	7 out of 11	107.7420188	-107.7420188	-9.794728983
4930430F08Rik	8 out of 11	107.7395528	-107.7395528	-9.794504804
Hoxa7	7 out of 11	107.7359691	-107.7359691	-9.794179009
Pik3ca	9 out of 11	107.7239717	-107.7239717	-9.793088336
Clcn2	8 out of 11	107.6853662	-107.6853662	-9.789578746
Slc22a18	8 out of 11	107.6347558	-107.6347558	-9.784977797
Lzts2	9 out of 11	107.5823958	-107.5823958	-9.780217801
Snrpn	8 out of 11	107.4194716	-107.4194716	-9.765406512
Mm.387085	7 out of 11	107.3063716	-107.3063716	-9.755124695
Wdsub1	9 out of 11	107.0995682	-107.0995682	-9.736324378
Pdgfrb	8 out of 11	107.0986511	-107.0986511	-9.736241012
Catsperg1	8 out of 11	106.996563	-106.996563	-9.726960273
Gstm6	7 out of 11	106.8118969	-106.8118969	-9.710172447
Mfhas1	8 out of 11	106.71049	-106.71049	-9.700953635
Dnajb4	8 out of 11	106.6397911	-106.6397911	-9.694526466
Slc39a3	8 out of 11	106.5886578	-106.5886578	-9.689877981
Hcfc2	9 out of 11	106.5774712	-106.5774712	-9.68886102
Rbm39	9 out of 11	106.5637267	-106.5637267	-9.687611518
Dcaf11	8 out of 11	106.5378377	-106.5378377	-9.685257975
Klc1	9 out of 11	106.4841633	-106.4841633	-9.680378481
Sort1	7 out of 11	106.4771422	-106.4771422	-9.679740197
Hdac10	8 out of 11	106.4143356	-106.4143356	-9.674030506
Sh3d19	7 out of 11	106.3725282	-106.3725282	-9.67022984
Zfp532	9 out of 11	106.3550046	-106.3550046	-9.668636782
Celf2	10 out of 11	182.6300277	-106.0438129	-9.640346625
Rbm33	7 out of 11	106.0407884	-106.0407884	-9.640071675
Gng11	7 out of 11	106.0380001	-106.0380001	-9.639818192
Ccdc157	8 out of 11	105.8954381	-105.8954381	-9.626858008
Akr1b3	8 out of 11	105.8103702	-105.8103702	-9.619124565
Kalrn	9 out of 11	105.7621561	-105.7621561	-9.614741465
Tspyl2	8 out of 11	105.6658392	-105.6658392	-9.605985386
Postn	7 out of 11	105.6536678	-105.6536678	-9.604878895
Abcb1a	8 out of 11	105.5862994	-105.5862994	-9.598754495
Secisbp2l	9 out of 11	105.569076	-105.569076	-9.597188729
Klhl5	8 out of 11	105.562544	-105.562544	-9.596594908
Chmp3	8 out of 11	105.5494224	-105.5494224	-9.595402034
D930030O05Rik	7 out of 11	105.5262151	-105.5262151	-9.593292279
Tcea3	7 out of 11	105.5230701	-105.5230701	-9.593006372
Ednra	9 out of 11	127.6750028	-105.5172842	-9.592480381
Dock7	8 out of 11	105.5155669	-105.5155669	-9.59232426
Zfp784	9 out of 11	105.4218328	-105.4218328	-9.58380298
Yes1	7 out of 11	105.3977378	-105.3977378	-9.58161253
4632427E13Rik	8 out of 11	105.3281057	-105.3281057	-9.575282339
Dydc1	7 out of 11	105.3256355	-105.3256355	-9.57505777
Slc12a6	7 out of 11	105.2533927	-105.2533927	-9.568490248
Vezf1	8 out of 11	105.2302828	-105.2302828	-9.566389348
Whrn	8 out of 11	105.1038567	-105.1038567	-9.55489606
Npb	7 out of 11	105.0528785	-105.0528785	-9.550261682
A_52_P836776	8 out of 11	104.9861617	-104.9861617	-9.544196523
Anxa11	8 out of 11	104.8347954	-104.8347954	-9.530435944
Add1	9 out of 11	104.8101996	-104.8101996	-9.528199962
S1pr1	7 out of 11	104.8038762	-104.8038762	-9.527625105
Itga9	8 out of 11	104.7968619	-104.7968619	-9.526987442
Hnrnpr	7 out of 11	104.7586702	-104.7586702	-9.523515469
Mmgt1	9 out of 11	104.753559	-104.753559	-9.523050821
Wfdc6a	7 out of 11	104.7424405	-104.7424405	-9.522040048
Paqr6	7 out of 11	104.7311382	-104.7311382	-9.52101256
Btf3l4	7 out of 11	104.5445542	-104.5445542	-9.504050378
Fam161a	7 out of 11	104.5025496	-104.5025496	-9.500231785
Pon2	8 out of 11	104.4372846	-104.4372846	-9.494298604
Opa1	10 out of 11	124.7539851	-104.3471545	-9.486104958
2810008D09Rik	7 out of 11	104.3172422	-104.3172422	-9.483385658
Cst3	9 out of 11	104.1048816	-104.1048816	-9.464080148
Zfp763	8 out of 11	104.0490505	-104.0490505	-9.459004591
A_51_P131266	8 out of 11	103.9726123	-103.9726123	-9.452055664
Maml2	8 out of 11	103.9586052	-103.9586052	-9.450782288
2810410L24Rik	7 out of 11	103.7673119	-103.7673119	-9.433391995
Lgals4	7 out of 11	103.7573212	-103.7573212	-9.432483744
Senp2	8 out of 11	103.717	-103.717	-9.428818181
Rbm18	9 out of 11	103.6900394	-103.6900394	-9.426367215
1700023L04Rik	7 out of 11	103.6459994	-103.6459994	-9.422363581
Mm.453017	7 out of 11	103.637724	-103.637724	-9.421611273
Zfand5	9 out of 11	103.6257636	-103.6257636	-9.420523962
Ccdc117	8 out of 11	103.5958261	-103.5958261	-9.417802372
Gpatch8	8 out of 11	103.5956718	-103.5956718	-9.417788341
A_52_P82765	7 out of 11	103.5403084	-103.5403084	-9.412755307
Marveld2	9 out of 11	103.4637622	-103.4637622	-9.405796565
Mm.186698	7 out of 11	103.4401676	-103.4401676	-9.4036516
Hyi	8 out of 11	103.4323196	-103.4323196	-9.402938144
Dnahc3	7 out of 11	103.3143451	-103.3143451	-9.39221319
Arid4b	9 out of 11	103.1855335	-103.1855335	-9.380503041
Gm16462	7 out of 11	103.0946984	-103.0946984	-9.372245313
Hunk	7 out of 11	103.074208	-103.074208	-9.370382541
Cd59a	7 out of 11	102.889607	-102.889607	-9.353600633
Apbb3	8 out of 11	102.7488335	-102.7488335	-9.340803046
Nbl1	7 out of 11	102.7355597	-102.7355597	-9.33959634
Vwf	7 out of 11	102.5348089	-102.5348089	-9.321346262
Vangl2	7 out of 11	102.5101591	-102.5101591	-9.319105373
Tmem41b	8 out of 11	102.4704025	-102.4704025	-9.31549114
Gzf1	9 out of 11	102.3664128	-102.3664128	-9.306037527
Stk16	8 out of 11	102.1500931	-102.1500931	-9.286372097
Zfp629	8 out of 11	102.1333083	-102.1333083	-9.284846214
1110034G24Rik	7 out of 11	102.1100535	-102.1100535	-9.282732136
Fbxo21	9 out of 11	102.0854859	-102.0854859	-9.28049872
Shisa7	8 out of 11	102.0468236	-102.0468236	-9.27698396
Spred2	8 out of 11	101.8533968	-101.8533968	-9.259399706
Chml	9 out of 11	101.7638703	-101.7638703	-9.251260932
Sec14l1	7 out of 11	101.7065927	-101.7065927	-9.246053878
Lca5	8 out of 11	101.7020613	-101.7020613	-9.245641935
Frat1	8 out of 11	101.6667333	-101.6667333	-9.242430301
Emc4	8 out of 11	121.5304177	-101.5702183	-9.233656211
Lhfp	8 out of 11	101.4823095	-101.4823095	-9.225664502
Cdkn1b	8 out of 11	101.4765882	-101.4765882	-9.225144384
Robo1	8 out of 11	101.4546488	-101.4546488	-9.223149895
Mtfp1	7 out of 11	101.4446157	-101.4446157	-9.222237787
Cbr1	7 out of 11	101.3727234	-101.3727234	-9.215702129
Col4a3bp	8 out of 11	101.3505099	-101.3505099	-9.213682721
Mpp7	7 out of 11	101.2250021	-101.2250021	-9.202272922
Tbx2	7 out of 11	101.2060465	-101.2060465	-9.200549682
Scamp1	9 out of 11	124.1449588	-101.1914374	-9.199221584
Enah	8 out of 11	125.9865032	-101.150668	-9.195515275
Megf11	10 out of 11	129.4498665	-101.0998113	-9.190891938
Glt28d2	7 out of 11	101.0683939	-101.0683939	-9.188035805
Eps8l1	7 out of 11	100.9939971	-100.9939971	-9.181272462
Ssbp2	7 out of 11	100.9770373	-100.9770373	-9.179730662
Cib2	7 out of 11	100.8864314	-100.8864314	-9.171493763
Mthfd2l	7 out of 11	100.8226982	-100.8226982	-9.165699836
Phf17	7 out of 11	100.8039655	-100.8039655	-9.163996868
Tbx5	7 out of 11	100.5974467	-100.5974467	-9.145222423
Hadh	8 out of 11	100.38538	-100.38538	-9.125943637
Plxna4	8 out of 11	100.2940565	-100.2940565	-9.1176415
Creg1	7 out of 11	100.2533861	-100.2533861	-9.113944189
Spag9	10 out of 11	123.8198343	-100.2354292	-9.112311748
AK054507	7 out of 11	99.98044995	-99.98044995	-9.089131813
Alas1	7 out of 11	99.95816903	-99.95816903	-9.087106275
Nudt11	8 out of 11	99.90821552	-99.90821552	-9.082565047
Exd2	7 out of 11	99.67859582	-99.67859582	-9.061690529
AW554918	8 out of 11	99.53693038	-99.53693038	-9.048811853
Ric3	7 out of 11	99.42859686	-99.42859686	-9.038963351
Inpp5a	7 out of 11	99.39854539	-99.39854539	-9.036231399
Trnp1	7 out of 11	124.1968	-99.36096491	-9.032814992
NM_177144	8 out of 11	99.28947904	-99.28947904	-9.026316277
Ulk1	8 out of 11	99.28734666	-99.28734666	-9.026122424
Pcdhb20	8 out of 11	99.2758649	-99.2758649	-9.025078628
Efhb	7 out of 11	99.23016142	-99.23016142	-9.020923766
Yy1	7 out of 11	99.18584608	-99.18584608	-9.016895098
Hipk3	9 out of 11	118.850327	-99.09876222	-9.008978383
Sh3bp5	7 out of 11	98.91368156	-98.91368156	-8.99215287
Zfp867	7 out of 11	98.87665944	-98.87665944	-8.988787222
Sypl	8 out of 11	98.65881795	-98.65881795	-8.96898345
Cdc14a	7 out of 11	98.63802509	-98.63802509	-8.96709319
Evc2	7 out of 11	98.60329174	-98.60329174	-8.963935613
Gigyf1	7 out of 11	98.52042058	-98.52042058	-8.956401871
Bbs4	8 out of 11	98.49403361	-98.49403361	-8.954003056
Mm.120676	7 out of 11	98.43550087	-98.43550087	-8.948681897
Gcnt2	7 out of 11	98.37544908	-98.37544908	-8.943222644
Zcchc7	8 out of 11	98.30986345	-98.30986345	-8.937260314
Gramd1c	8 out of 11	98.24645876	-98.24645876	-8.931496251
Hdac7	7 out of 11	98.01246409	-98.01246409	-8.910224008
Fam160a2	8 out of 11	97.98409347	-97.98409347	-8.907644861
Myst4	7 out of 11	97.98265554	-97.98265554	-8.90751414
Zfp747	9 out of 11	97.94771108	-97.94771108	-8.904337371
Snx29	7 out of 11	97.63603123	-97.63603123	-8.876002839
Tra2a	8 out of 11	97.51558425	-97.51558425	-8.865053114
Vwa3a	8 out of 11	97.42671997	-97.42671997	-8.856974542
Xpot	9 out of 11	97.35083338	-97.35083338	-8.850075762
Man2c1	8 out of 11	97.34333288	-97.34333288	-8.849393898
Abcb10	7 out of 11	97.28057168	-97.28057168	-8.843688334
Cdc42ep3	7 out of 11	97.16984253	-97.16984253	-8.833622048
Ivns1abp	9 out of 11	116.175168	-97.03747418	-8.821588562
Acaa1b	8 out of 11	97.00323145	-97.00323145	-8.818475586
Dnahc7a	7 out of 11	97.00220026	-97.00220026	-8.818381842
Gm3643	7 out of 11	96.99615837	-96.99615837	-8.817832579
Stk25	8 out of 11	96.84515126	-96.84515126	-8.80410466
Erlec1	7 out of 11	96.79784958	-96.79784958	-8.799804507
Nelf	8 out of 11	96.74860004	-96.74860004	-8.795327277
Pkia	7 out of 11	96.74316461	-96.74316461	-8.794833146
Acly	7 out of 11	96.74115718	-96.74115718	-8.794650653
Arl5b	10 out of 11	142.9882815	-96.64261032	-8.785691847
C230096K16Rik	8 out of 11	117.9986827	-96.58095785	-8.780087077
Cdc73	8 out of 11	96.55688373	-96.55688373	-8.777898521
Mm.293875	7 out of 11	96.55535911	-96.55535911	-8.777759919
Kank1	7 out of 11	96.49833627	-96.49833627	-8.772576024
Mtmr10	8 out of 11	96.39642411	-96.39642411	-8.763311283
Prpf39	8 out of 11	96.35024374	-96.35024374	-8.759113067
Armc3	7 out of 11	96.33819656	-96.33819656	-8.758017869
Ephb4	7 out of 11	96.29881862	-96.29881862	-8.754438057
Rbm5	7 out of 11	96.25603962	-96.25603962	-8.750549057
Mpdz	8 out of 11	96.24812339	-96.24812339	-8.749829399
Ap1m2	8 out of 11	95.94188873	-95.94188873	-8.721989885
H13	10 out of 11	146.4281086	-95.7727406	-8.706612782
Acad11	8 out of 11	95.73768818	-95.73768818	-8.703426198
Rhob	8 out of 11	95.73350736	-95.73350736	-8.703046124
Arhgef25	8 out of 11	95.51895461	-95.51895461	-8.683541328
Pura	8 out of 11	95.10988108	-95.10988108	-8.646352826
Hmgb1	8 out of 11	95.00757821	-95.00757821	-8.637052564
Eif1ax	10 out of 11	141.8119996	-95.00064299	-8.63642209
Prr5l	8 out of 11	94.67520777	-94.67520777	-8.60683707
March6	9 out of 11	116.3009791	-94.66827218	-8.606206562
Rabggta	8 out of 11	94.64405927	-94.64405927	-8.604005388
Tmem177	9 out of 11	116.3468004	-94.62278234	-8.602071122
Rbx1	8 out of 11	94.54397637	-94.54397637	-8.594906942
Pttg1	8 out of 11	94.32617499	-94.32617499	-8.575106817
Creb3l2	9 out of 11	116.0751398	-94.25908406	-8.569007642
Aldh3a2	8 out of 11	94.06967308	-94.06967308	-8.551788462
Alg2	8 out of 11	94.03082943	-94.03082943	-8.548257221
Ubl3	8 out of 11	94.00717239	-94.00717239	-8.546106581
4931406P16Rik	8 out of 11	93.48133646	-93.48133646	-8.498303315
Ltn1	8 out of 11	93.36531522	-93.36531522	-8.487755929
Nek9	8 out of 11	92.86746867	-92.86746867	-8.442497152
2610002M06Rik	9 out of 11	115.6647108	-92.71118941	-8.428289947
Map3k5	8 out of 11	92.58471993	-92.58471993	-8.416792721
Metap1d	8 out of 11	92.05539973	-92.05539973	-8.368672703
Megf8	8 out of 11	91.95530109	-91.95530109	-8.359572826
Rybp	8 out of 11	114.8693743	-91.91585284	-8.355986622
Synj2bp	10 out of 11	110.8771745	-91.71678286	-8.337889351
Srek1	8 out of 11	90.96536593	-90.96536593	-8.269578721
Purb	8 out of 11	90.80826079	-90.80826079	-8.255296435
